the,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,a metric unit of length equal to one ten billionth of a meter (or 0.0001 micron); used to specify wavelengths of electromagnetic radiation,any of several fat-soluble vitamins essential for normal vision; prevents night blindness or inflammation or dryness of the eyes,one of the four nucleotides used in building DNA; all four nucleotides have a common phosphate group and a sugar (ribose),(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA,"the basic unit of electric current adopted under the Systeme International d'Unites; ""a typical household circuit carries 15 to 50 amps""",the 1st letter of the Roman alphabet,the blood group whose red cells carry the A antigen,,,,,,,,,,,,,,,,,,,,,,,,,,
is,"have the quality of being; (copula, used with an adjective or a predicate noun); ""John is rich""; ""This is not a good answer""","be identical to; be someone or something; ""The president of the company is John Smith""; ""This is my house""","occupy a certain position or area; be somewhere; ""Where is my umbrella?"" ""The toolshed is in the back""; ""What is behind this behavior?""","have an existence, be extant; ""Is there a God?""","happen, occur, take place; ""I lost my wallet; this was during the visit to my parents' house""; ""There were two hundred people at his funeral""; ""There was a lot of noise in the kitchen""","be identical or equivalent to; ""One dollar equals 1,000 rubles these days!""","form or compose; ""This money is my only income""; ""The stone wall was the backdrop for the performance""; ""These constitute my entire belonging""; ""The children made up the chorus""; ""This sum represents my entire income for a year""; ""These few men comprise his entire army""","work in a specific place, with a specific subject, or in a specific function; ""He is a herpetologist""; ""She is our resident philosopher""","represent, as of a character on stage; ""Derek Jacobi was Hamlet""","spend or use time; ""I may be an hour""","have life, be alive; ""Our great leader is no more""; ""My grandfather lived until the end of war""","to remain unmolested, undisturbed, or uninterrupted -- used only in infinitive form; ""let her be""","be priced at; ""These shoes cost $100""",,,,,,,,,,,,,,,,,,,,
sound,"the particular auditory effect produced by a given cause; ""the sound of rain on the roof""; ""the beautiful sound of music""","the subjective sensation of hearing something; ""he strained to hear the faint sounds""","mechanical vibrations transmitted by an elastic medium; ""falling trees make a sound in the forest even when no one is there to hear them""","the sudden occurrence of an audible event; ""the sound awakened them""","the audible part of a transmitted signal; ""they always raise the audio for commercials""",(phonetics) an individual sound unit of speech without concern as to whether or not it is a phoneme of some language,a narrow channel of the sea joining two larger bodies of water,"a large ocean inlet or deep bay; ""the main body of the sound ran parallel to the coast""",,,,,,,,,,,,,,,,,,,,,,,,,
project,"any piece of work that is undertaken or attempted; ""he prepared for great undertakings""",a planned undertaking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern,"in or characteristic of a region of the United States south of (approximately) the Mason-Dixon line; ""southern hospitality""; ""southern cooking""; ""southern plantations""","situated in or oriented toward the south; ""a southern exposure""; ""took a southerly course""","situated in or coming from regions of the south; ""the southern hemisphere""; ""southern constellations""","from the south; used especially of wind; ""a hot southerly wind""; ""southern breezes""; ""the winds are southerly""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
answer,"a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation; ""I waited several days for his answer""; ""he wrote replies to several of his critics""","a statement that solves a problem or explains how to solve the problem; ""they were trying to find a peaceful solution""; ""the answers were in the back of the book""; ""he computed the result to four decimal places""",the speech act of replying to a question,the principal pleading by the defendant in response to plaintiff's complaint; in criminal law it consists of the defendant's plea of `guilty' or `not guilty' (or nolo contendere); in civil law it must contain denials of all allegations in the plaintiff's complaint that the defendant hopes to controvert and it can contain affirmative defenses or counterclaims,"a nonverbal reaction; ""his answer to any problem was to get drunk""; ""their answer was to sue me""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal,"something regarded as a normative example; ""the convention of not naming the main character""; ""violence is the rule not the exception""; ""his formula for impressing visitors""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patient,"a person who requires medical care; ""the number of emergency patients has grown rapidly""",the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
late,"later than usual or than expected; ""the train arrived late""; ""we awoke late""; ""the children came late to school""; ""notice came so tardily that we almost missed the deadline""; ""I belatedly wished her a happy birthday""","to an advanced time; ""deep into the night""; ""talked late into the evening""","at an advanced age or stage; ""she married late""; ""undertook the project late in her career""","in the recent past; ""he was in Paris recently""; ""lately the rules have been enforced""; ""as late as yesterday she was fine""; ""feeling better of late""; ""the spelling was first affected, but latterly the meaning also""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
industrial,"of or relating to or resulting from industry; ""industrial output""","having highly developed industries; ""the industrial revolution""; ""an industrial nation""","employed in industry; ""the industrial classes""; ""industrial work""","suitable to stand up to hard wear; ""industrial carpeting""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
return,"document giving the tax collector information about the taxpayer's tax liability; ""his gross income was enough that he had to file a tax return""","a coming to or returning home; ""on his return from Australia we gave him a welcoming party""",the occurrence of a change in direction back in the opposite direction,"getting something back again; ""upon the restitution of the book to its rightful owner the child was given a tongue lashing""","the act of going back to a prior location; ""they set out on their return to the base camp""","the income or profit arising from such transactions as the sale of land or other property; ""the average return was about 5%""","happening again (especially at regular intervals); ""the return of spring""","a quick reply to a question or remark (especially a witty or critical one); ""it brought a sharp rejoinder from the teacher""",the key on electric typewriters or computer keyboards that causes a carriage return and a line feed,"a reciprocal group action; ""in return we gave them as good as we got""","a tennis stroke that sends the ball back to the other player; ""he won the point on a cross-court return""",(American football) the act of running back the ball after a kickoff or punt or interception or fumble,"the act of someone appearing again; ""his reappearance as Hamlet has been long awaited""",,,,,,,,,,,,,,,,,,,,
well,a deep hole or shaft dug or drilled to obtain water or oil or gas or brine,a cavity or vessel used to contain liquid,"an abundant source; ""she was a well of information""",an open shaft through the floors of a building (as for a stairway),an enclosed compartment in a ship or plane for holding something as e.g. fish or a plane's landing gear or for protecting something as e.g. a ship's pumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attitude,"a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways; ""he had the attitude that work was fun""","the arrangement of the body and its limbs; ""he assumed an attitude of surrender""","a theatrical pose created for effect; ""the actor struck just the right attitude""",position of aircraft or spacecraft relative to a frame of reference (the horizon or direction of motion),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knowledge,the psychological result of perception and learning and reasoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catch,"a drawback or difficulty that is not readily evident; ""it sounds good but what's the catch?""","the quantity that was caught; ""the catch was only 10 fish""",a person regarded as a good matrimonial prospect,"anything that is caught (especially if it is worth catching); ""he shared his catch with the others""",a break or check in the voice (usually a sign of strong emotion),"a restraint that checks the motion of something; ""he used a book as a stop to hold the door open""",a fastener that fastens or locks a door or window,"a cooperative game in which a ball is passed back and forth; ""he played catch with his son in the backyard""","the act of catching an object with the hands; ""Mays made the catch with his back to the plate""; ""he made a grab for the ball before it landed""; ""Martin's snatch at the bridle failed and the horse raced away""; ""the infielder's snap and throw was a single motion""","the act of apprehending (especially apprehending a criminal); ""the policeman on the beat got credit for the collar""",,,,,,,,,,,,,,,,,,,,,,,
poet,a writer of poems (the term is usually reserved for writers of good poetry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
role,"the actions and activities assigned to or required or expected of a person or group; ""the function of a teacher""; ""the government must do its part""; ""play its role""","an actor's portrayal of someone in a play; ""she played the part of Desdemona""","what something is used for; ""the function of an auger is to bore holes""; ""ballet is beautiful but what use is it?""","normal or customary activity of a person in a particular social setting; ""what is your role on the team?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
achieve,"to gain with effort; ""she achieved her goal despite setbacks""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
length,"the linear extent in space from one end to the other; the longest dimension of something that is fixed in place; ""the length of the table was 5 feet""","continuance in time; ""the ceremony was of short duration""; ""he complained about the length of time required""","the property of being the extent of something from beginning to end; ""the editor limited the length of my article to 500 words""","size of the gap between two places; ""the distance from New York to Chicago""; ""he determined the length of the shortest line segment joining the two points""","a section of something that is long and narrow; ""a length of timber""; ""a length of tubing""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
similar,"marked by correspondence or resemblance; ""similar food at similar prices""; ""problems similar to mine""; ""they wore similar coats""","having the same or similar characteristics; ""all politicians are alike""; ""they looked utterly alike""; ""friends are generally alike in background and taste""","resembling or similar; having the same or some of the same characteristics; often used in combination; ""suits of like design""; ""a limited circle of like minds""; ""members of the cat family have like dispositions""; ""as like as two peas in a pod""; ""doglike devotion""; ""a dreamlike quality""",(of words) expressing closely related meanings,"capable of replacing or changing places with something else; permitting mutual substitution without loss of function or suitability; ""interchangeable electric outlets"" ""interchangeable parts""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
limit,"the greatest possible degree of something; ""what he did was beyond the bounds of acceptable behavior""; ""to the limit of his ability""",final or latest limiting point,as far as something can go,the boundary of a specific area,the mathematical value toward which a function goes as the independent variable approaches infinity,"the greatest amount of something that is possible or allowed; ""there are limits on the amount you can bet""; ""it is growing rapidly with no limitation in sight""",,,,,,,,,,,,,,,,,,,,,,,,,,,
point,"a geometric element that has position but no extension; ""a point is defined by its coordinates""","the precise location of something; a spatially limited location; ""she walked to a point where she could survey the whole street""","a brief version of the essential meaning of something; ""get to the point""; ""he missed the point of the joke""; ""life has lost its point""","an isolated fact that is considered separately from the whole; ""several of the details are similar""; ""a point of information""","a specific identifiable position in a continuum or series or especially in a process; ""a remarkable degree of frankness""; ""at what stage are the social sciences?""","an instant of time; ""at that point I had to leave""","the object of an activity; ""what is the point of discussing it?""","a V shape; ""the cannibal's teeth were filed to sharp points""","a very small circular shape; ""a row of points""; ""draw lines between the dots""","the unit of counting in scoring a game or contest; ""he scored 20 points in the first half""; ""a touchdown counts 6 points""","a promontory extending out into a large body of water; ""they sailed south around the point""","a distinct part that can be specified separately in a group of things that could be enumerated on a list; ""he noticed an item in the New York Times""; ""she had several items on her shopping list""; ""the main point on the agenda was taken up first""",a style in speech or writing that arrests attention and has a penetrating or convincing quality or effect,"an outstanding characteristic; ""his acting was one of the high points of the movie""","sharp end; ""he stuck the point of the knife into a tree""; ""he broke the point of his pencil""","any of 32 horizontal directions indicated on the card of a compass; ""he checked the point on his compass""",a linear unit used to measure the size of type; approximately 1/72 inch,one percent of the total principal of a loan; it is paid at the time the loan is made and is independent of the interest on the loan,"a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations; ""in England they call a period a stop""","a V-shaped mark at one end of an arrow pointer; ""the point of the arrow was due north""",the dot at the left of a decimal fraction,the property of a shape that tapers to a sharp tip,"a distinguishing or individuating characteristic; ""he knows my bad points as well as my good points""","the gun muzzle's direction; ""he held me up at the point of a gun""",a wall socket,a contact in the distributor; as the rotor turns its projecting arm contacts them and current flows to the spark plugs,,,,,,,
England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
return,"document giving the tax collector information about the taxpayer's tax liability; ""his gross income was enough that he had to file a tax return""","a coming to or returning home; ""on his return from Australia we gave him a welcoming party""",the occurrence of a change in direction back in the opposite direction,"getting something back again; ""upon the restitution of the book to its rightful owner the child was given a tongue lashing""","the act of going back to a prior location; ""they set out on their return to the base camp""","the income or profit arising from such transactions as the sale of land or other property; ""the average return was about 5%""","happening again (especially at regular intervals); ""the return of spring""","a quick reply to a question or remark (especially a witty or critical one); ""it brought a sharp rejoinder from the teacher""",the key on electric typewriters or computer keyboards that causes a carriage return and a line feed,"a reciprocal group action; ""in return we gave them as good as we got""","a tennis stroke that sends the ball back to the other player; ""he won the point on a cross-court return""",(American football) the act of running back the ball after a kickoff or punt or interception or fumble,"the act of someone appearing again; ""his reappearance as Hamlet has been long awaited""",,,,,,,,,,,,,,,,,,,,
fail,"fail to do something; leave something undone; ""She failed to notice that her child was no longer in his crib""; ""The secretary failed to call the customer and the company lost the account""","be unsuccessful; ""Where do today's public schools fail?""; ""The attempt to rescue the hostages failed miserably""","disappoint, prove undependable to; abandon, forsake; ""His sense of smell failed him this time""; ""His strength finally failed him""; ""His children failed him in the crisis""","stop operating or functioning; ""The engine finally went""; ""The car died on the road""; ""The bus we travelled in broke down on the way to town""; ""The coffee maker broke""; ""The engine failed on the way to town""; ""her eyesight went after the accident""","be unable; ""I fail to understand your motives""","judge unacceptable; ""The teacher failed six students""","fail to get a passing grade; ""She studied hard but failed nevertheless""; ""Did I fail the test?""","fall short in what is expected; ""She failed in her obligations as a good daughter-in-law""; ""We must not fail his obligation to the victims of the Holocaust""","become bankrupt or insolvent; fail financially and close; ""The toy company went bankrupt after the competition hired cheap Mexican labor""; ""A number of banks failed that year""","prove insufficient; ""The water supply for the town failed after a long drought""","get worse; ""Her health is declining""",,,,,,,,,,,,,,,,,,,,,,
hard,"with effort or force or vigor; ""the team played hard""; ""worked hard all day""; ""pressed hard on the lever""; ""hit the ball hard""; ""slammed the door hard""","with firmness; ""held hard to the railing""","earnestly or intently; ""thought hard about it""; ""stared hard at the accused""","causing great damage or hardship; ""industries hit hard by the depression""; ""she was severely affected by the bank's failure""","slowly and with difficulty; ""prejudices die hard""","indulging excessively; ""he drank heavily""","into a solid condition; ""concrete that sets hard within a few hours""","very near or close in space or time; ""it stands hard by the railroad tracks""; ""they were hard on his heels""; ""a strike followed hard upon the plant's opening""","with pain or distress or bitterness; ""he took the rejection very hard""","to the full extent possible; all the way; ""hard alee""; ""the ship went hard astern""; ""swung the wheel hard left""",,,,,,,,,,,,,,,,,,,,,,,
hospital,a health facility where patients receive treatment,a medical institution where sick or injured people are given medical or surgical care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red,red color or pigment; the chromatic color resembling the hue of blood,a tributary of the Mississippi River that flows eastward from Texas along the southern boundary of Oklahoma and through Louisiana,emotionally charged terms used to refer to extreme radicals or revolutionaries,"the amount by which the cost of a business exceeds its revenue; ""the company operated at a loss last year""; ""the company operated in the red last year""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yet,"up to the present time; ""I have yet to see the results""; ""details are yet to be worked out""","used in negative statement to describe a situation that has existed up to this point or up to the present time; ""So far he hasn't called""; ""the sun isn't up yet""","to a greater degree or extent; used with comparisons; ""looked sick and felt even worse""; ""an even (or still) more interesting problem""; ""still another problem must be solved""; ""a yet sadder tale""","within an indefinite time or at an unspecified future time; ""he longed for the flowers that were yet to show themselves""; ""sooner or later you will have to face the facts""; ""in time they came to accept the harsh reality""","used after a superlative; ""this is the best so far""; ""the largest drug bust yet""","despite anything to the contrary (usually following a concession); ""although I'm a little afraid, however I'd like to try it""; ""while we disliked each other, nevertheless we agreed""; ""he was a stern yet fair master""; ""granted that it is dangerous, all the same I still want to go""",,,,,,,,,,,,,,,,,,,,,,,,,,,
throw,"the act of throwing (propelling something with a rapid movement of the arm and wrist); ""the catcher made a good throw to second base""","a single chance or instance; ""he couldn't afford $50 a throw""",the maximum movement available to a pivoted or reciprocating piece by a cam,bedclothes consisting of a lightweight cloth covering (an afghan or bedspread) that is casually thrown over something,"casting an object in order to determine an outcome randomly; ""he risked his fortune on a throw of the dice""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
relate,"make a logical or causal connection; ""I cannot connect these two pieces of evidence in my mind""; ""colligate these facts""; ""I cannot relate these events at all""","be relevant to; ""There were lots of questions referring to her talk""; ""My remark pertained to your earlier comments""","give an account of; ""The witness related the events""","be in a relationship with; ""How are these two observations related?""","have or establish a relationship to; ""She relates well to her peers""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
addition,"a component that is added to something to improve it; ""the addition of a bathroom was a major improvement""; ""the addition of cinnamon improved the flavor""","the act of adding one thing to another; ""the addition of flowers created a pleasing effect""; ""the addition of a leap day every four years""","a quantity that is added; ""there was an addition to property taxes this year""; ""they recorded the cattle's gain in weight over a period of weeks""","something added to what you already have; ""the librarian shelved the new accessions""; ""he was a new addition to the staff""",a suburban area laid out in streets and lots for a future residential area,"the arithmetic operation of summing; calculating the sum of two or more numbers; ""the summation of four and three gives seven""; ""four plus three equals seven""",,,,,,,,,,,,,,,,,,,,,,,,,,,
western,a film about life in the western United States during the period of exploration and development,a sandwich made from a western omelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manner,"how something is done or how it happens; ""her dignified manner""; ""his rapid manner of talking""; ""their nomadic mode of existence""; ""in the characteristic New York style""; ""a lonely way of life""; ""in an abrasive fashion""",a way of acting or behaving,"a kind; ""what manner of man are you?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inch,a unit of length equal to one twelfth of a foot,a unit of measurement for advertising space,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single,a base hit on which the batter stops safely at first base,"the smallest whole number or a numeral representing this number; ""he has the one but will need a two and three to go with it""; ""they had lunch at one""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
public,"people in general considered as a whole; ""he is a hero in the eyes of the public""","a body of people sharing some common interest; ""the reading public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
throughout,"from first to last; ""the play was excellent end-to-end""",used to refer to cited works,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hundred,ten 10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot,"used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning; ""hot stove""; ""hot water""; ""a hot August day""; ""a hot stuffy room""; ""she's hot and tired""; ""a hot forehead""","characterized by violent and forceful activity or movement; very intense; ""the fighting became hot and heavy""; ""a hot engagement""; ""a raging battle""; ""the river became a raging torrent""","extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm; ""a hot temper""; ""a hot topic""; ""a hot new book""; ""a hot love affair""; ""a hot argument""","(color) bold and intense; ""hot pink""","sexually excited or exciting; ""was hot for her""; ""hot pants""","recently stolen or smuggled; ""hot merchandise""; ""a hot car""","very fast; capable of quick response and great speed; ""a hot sports car""; ""a blistering pace""; ""got off to a hot start""; ""in hot pursuit""; ""a red-hot line drive""","wanted by the police; ""a hot suspect""","producing a burning sensation on the taste nerves; ""hot salsa""; ""jalapeno peppers are very hot""","performed or performing with unusually great skill and daring and energy; ""a hot drummer""; ""he's hot tonight""","very popular or successful; ""one of the hot young talents""; ""cabbage patch dolls were hot last season""","very unpleasant or even dangerous; ""make it hot for him""; ""in the hot seat""; ""in hot water""","newest or most recent; ""news hot off the press""; ""red-hot information""","having or bringing unusually good luck; ""hot at craps""; ""the dice are hot tonight""","very good; often used in the negative; ""he's hot at math but not so hot at history""","newly made; ""a hot scent""","having or showing great eagerness or enthusiasm; ""hot for travel""","of a seeker; very near to the object sought; ""you are hot""","having or dealing with dangerously high levels of radioactivity; ""hot fuel rods""; ""a hot laboratory""","charged or energized with electricity; ""a hot wire""; ""a live wire""","marked by excited activity; ""a hot week on the stock market""",,,,,,,,,,,,
prove,"be shown or be found to be; ""She proved to be right""; ""The medicine turned out to save her life""; ""She turned up HIV positive""","establish the validity of something, as by an example, explanation or experiment; ""The experiment demonstrated the instability of the compound""; ""The mathematician showed the validity of the conjecture""","provide evidence for; ""The blood test showed that he was the father""; ""Her behavior testified to her incompetence""","prove formally; demonstrate by a mathematical, formal proof","put to the test, as for its quality, or give experimental use to; ""This approach has been tried with good results""; ""Test this recipe""","increase in volume; ""the dough rose slowly in the warm room""","cause to puff up with a leaven; ""unleavened bread""",take a trial impression of,"obtain probate of; ""prove a will""",,,,,,,,,,,,,,,,,,,,,,,,
support,"the activity of providing for or maintaining by supplying with money or necessities; ""his support kept the family together""; ""they gave him emotional support during difficult times""","aiding the cause or policy or interests of; ""the president no longer has the support of his own party""; ""they developed a scheme of mutual support""","something providing immaterial assistance to a person or cause or interest; ""the policy found little public support""; ""his faith was all the support he needed""; ""the team enjoyed the support of their fans""","a military operation (often involving new supplies of men and materiel) to strengthen a military force or aid in the performance of its mission; ""they called for artillery support""","documentary validation; ""his documentation of the results was excellent""; ""the strongest support for this view is the work of Jones""","the financial means whereby one lives; ""each child was expected to pay for their keep""; ""he applied to the state for support""; ""he could no longer earn his own livelihood""","supporting structure that holds up or provides a foundation; ""the statue stood on a marble support""","the act of bearing the weight of or strengthening; ""he leaned against the wall for support""",a musical part (vocal or instrumental) that supports or provides background for other musical parts,"any device that bears the weight of another thing; ""there was no place to attach supports for a shelf""","financial resources provided to make some project possible; ""the foundation provided support for the experiment""",,,,,,,,,,,,,,,,,,,,,,
join,the shape or manner in which things come together and a connection is made,"a set containing all and only the members of two or more given sets; ""let C be the union of the sets A and B""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
higher,"advanced in complexity or elaboration; ""higher finance""; ""higher mathematics""","of education beyond the secondary level; ""higher education""; ""higher learning""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ready,"poised for action; ""their guns were at the ready""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,"public transport provided by a line of railway cars coupled together and drawn by a locomotive; ""express trains don't stop at Princeton Junction""","a sequentially ordered set of things or events or ideas in which each successive member is related to the preceding; ""a string of islands""; ""train of mourners""; ""a train of thought""","a procession (of wagons or mules or camels) traveling together in single file; ""we were part of a caravan of almost a thousand camels""; ""they joined the wagon train for safety""","a series of consequences wrought by an event; ""it led to a train of disasters""","piece of cloth forming the long back section of a gown that is drawn along the floor; ""the bride's train was carried by her two young nephews""","wheelwork consisting of a connected set of rotating gears by which force is transmitted or motion or torque is changed; ""the fool got his tie caught in the geartrain""",,,,,,,,,,,,,,,,,,,,,,,,,,,
distance,the property created by the space between two objects or points,"a distant region; ""I could see it in the distance""","size of the gap between two places; ""the distance from New York to Chicago""; ""he determined the length of the shortest line segment joining the two points""","indifference by personal withdrawal; ""emotional distance""","the interval between two times; ""the distance from birth to death""; ""it all happened in the space of 10 minutes""","a remote point in time; ""if that happens it will be at some distance in the future""; ""at a distance of ten years he had forgotten many of the details""",,,,,,,,,,,,,,,,,,,,,,,,,,,
how,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,"either extremity of something that has length; ""the end of the pier""; ""she knotted the end of the thread""; ""they rode to the end of the line""; ""the terminals of the anterior arches of the fornix""","the point in time at which something ends; ""the end of the year""; ""the ending of warranty period""","the concluding parts of an event or occurrence; ""the end was exciting""; ""I had to miss the last of the movie""","the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it; ""the ends justify the means""","a final part or section; ""we have given it at the end of the section since it involves the calculus""; ""Start at the beginning and go on until you come to the end""","a final state; ""he came to a bad end""; ""the so-called glorious experiment came to an inglorious end""","the surface at either extremity of a three-dimensional object; ""one end of the box was marked `This side up'""","(football) the person who plays at one end of the line of scrimmage; ""the end managed to hold onto the pass""","a boundary marking the extremities of something; ""the end of town""","one of two places from which people are communicating to each other; ""the phone rang at the other end""; ""both ends wrote at the same time""","the part you are expected to play; ""he held up his end""","the last section of a communication; ""in conclusion I want to say...""",a piece of cloth that is left over after the rest has been used or sold,"(American football) a position on the line of scrimmage; ""no one wanted to play end""",,,,,,,,,,,,,,,,,,,
spring,"the season of growth; ""the emerging buds were a sure sign of spring""; ""he will hold office until the spring of next year""","a metal elastic device that returns to its shape or position when pushed or pulled or pressed; ""the spring was broken""",a natural flow of ground water,a point at which water issues forth,the elasticity of something that can be stretched and returns to its original length,"a light, self-propelled movement upwards or forwards",,,,,,,,,,,,,,,,,,,,,,,,,,,
hit,"(baseball) a successful stroke in an athletic contest (especially in baseball); ""he came all the way around on Williams' hit""","the act of contacting one thing with another; ""repeated hitting raised a large bruise""; ""after three misses she finally got a hit""","a conspicuous success; ""that song was his first hit and marked the beginning of his career""; ""that new Broadway show is a real smasher""; ""the party went with a bang""","(physics) a brief event in which two or more bodies come together; ""the collision of the particles resulted in an exchange of energy and a change of direction""",a dose of a narcotic drug,"a murder carried out by an underworld syndicate; ""it has all the earmarks of a Mafia hit""","a connection made via the internet to another website; ""WordNet gets many hits from users worldwide""",,,,,,,,,,,,,,,,,,,,,,,,,,
bad,"that which is below standard or expectations as of ethics or decency; ""take the bad with the good""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
function,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),"what something is used for; ""the function of an auger is to bore holes""; ""ballet is beautiful but what use is it?""","the actions and activities assigned to or required or expected of a person or group; ""the function of a teacher""; ""the government must do its part""; ""play its role""","a relation such that one thing is dependent on another; ""height is a function of age""; ""price is a function of supply and demand""","a formal or official social gathering or ceremony; ""it was a black-tie function""","a vaguely specified social event; ""the party was quite an affair""; ""an occasion arranged to honor the president""; ""a seemingly endless round of social functions""","a set sequence of steps, part of larger computer program",,,,,,,,,,,,,,,,,,,,,,,,,,
hotel,a building where travelers can pay for lodging and meals and other services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
police,"the force of policemen and officers; ""the law came looking for him""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,"by chance; ""perhaps she will call tomorrow""; ""we may possibly run into them at the concert""; ""it may peradventure be thought that there never was such a time""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no,"a negative; ""his no was loud and clear""",a radioactive transuranic element synthesized by bombarding curium with carbon ions; 7 isotopes are known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
former,"the first of two or the first mentioned of two; ""Tom and Dick were both heroes but only the former is remembered today""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
physical,"involving the body as distinguished from the mind or spirit; ""physical exercise""; ""physical suffering""; ""was sloppy about everything but her physical appearance""","relating to the sciences dealing with matter and energy; especially physics; ""physical sciences""; ""physical laws""","having substance or material existence; perceptible to the senses; ""a physical manifestation""; ""surrounded by tangible objects""","according with material things or natural laws (other than those peculiar to living matter); ""a reflex response to physical stimuli""","characterized by energetic bodily activity; ""a very physical dance performance""","impelled by physical force especially against resistance; ""forcible entry""; ""a real cop would get physical""; ""strong-arm tactics""","concerned with material things; ""physical properties""; ""the physical characteristics of the earth""; ""the physical size of a computer""",,,,,,,,,,,,,,,,,,,,,,,,,,
farm,"workplace consisting of farm buildings and cultivated land as a unit; ""it takes several people to work the farm""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
before,"earlier in time; previously; ""I had known her before""; ""as I said before""; ""he called me the day before but your call had come even earlier""; ""her parents had died four years earlier""; ""I mentioned that problem earlier""","at or in the front; ""I see the lights of a town ahead""; ""the road ahead is foggy""; ""staring straight ahead""; ""we couldn't see over the heads of the people in front""; ""with the cross of Jesus marching on before""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prevent,"keep from happening or arising; make impossible; ""My sense of tact forbids an honest answer""; ""Your role in the projects precludes your involvement in the competitive project""","stop (someone or something) from doing something or being in a certain state; ""We must prevent the cancer from spreading""; ""His snoring kept me from falling asleep""; ""Keep the child from eating the marbles""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
